country,allocKey,iso3,admin1,admin2,year,value,rowCol,row,col,x,y,percentage
Ethiopia,9502605,ETH,Amhara,Awi,2005,1382.4,2605 - 950,2605,950,37.0416666658,10.8749999996,0.0010481585800848066
Ethiopia,9512597,ETH,Amhara,Awi,2005,0.0,2597 - 951,2597,951,36.3749999991,10.7916666663,0.0
Ethiopia,9512598,ETH,Amhara,Awi,2005,1.2,2598 - 951,2598,951,36.4583333325,10.7916666663,9.09859878545839E-7
Ethiopia,9512599,ETH,Amhara,Awi,2005,3.7,2599 - 951,2599,951,36.5416666658,10.7916666663,2.805401292183004E-6
Ethiopia,9512600,ETH,Amhara,Awi,2005,10.4,2600 - 951,2600,951,36.6249999991,10.7916666663,7.885452280730605E-6
Ethiopia,9512601,ETH,Amhara,Awi,2005,1346.7,2601 - 951,2601,951,36.7083333325,10.7916666663,0.0010210902486980679
Ethiopia,9512602,ETH,Amhara,Awi,2005,22.2,2602 - 951,2602,951,36.7916666658,10.7916666663,1.683240775309802E-5
Ethiopia,9512603,ETH,Amhara,Awi,2005,24.9,2603 - 951,2603,951,36.8749999991,10.7916666663,1.887959247982616E-5
Ethiopia,9512604,ETH,Amhara,Awi,2005,23.3,2604 - 951,2604,951,36.9583333325,10.7916666663,1.7666445975098376E-5
Ethiopia,9512605,ETH,Amhara,Awi,2005,29.7,2605 - 951,2605,951,37.0416666658,10.7916666663,2.2519031994009515E-5
Ethiopia,9522597,ETH,Amhara,Awi,2005,365.7,2597 - 952,2597,952,36.3749999991,10.7083333329,2.772797979868444E-4
Ethiopia,9522598,ETH,Amhara,Awi,2005,1.0,2598 - 952,2598,952,36.4583333325,10.7083333329,7.582165654548659E-7
Ethiopia,9522599,ETH,Amhara,Awi,2005,2.3,2599 - 952,2599,952,36.5416666658,10.7083333329,1.7438981005461912E-6
Ethiopia,9522600,ETH,Amhara,Awi,2005,1.7,2600 - 952,2600,952,36.6249999991,10.7083333329,1.288968161273272E-6
Ethiopia,9522601,ETH,Amhara,Awi,2005,21.7,2601 - 952,2601,952,36.7083333325,10.7083333329,1.645329947037059E-5
Ethiopia,9522602,ETH,Amhara,Awi,2005,22.9,2602 - 952,2602,952,36.7916666658,10.7083333329,1.7363159348916427E-5
Ethiopia,9522603,ETH,Amhara,Awi,2005,978.9,2603 - 952,2603,952,36.8749999991,10.7083333329,7.422181959237682E-4
Ethiopia,9532597,ETH,Amhara,Awi,2005,0.6,2597 - 953,2597,953,36.3749999991,10.6249999996,4.549299392729195E-7
Ethiopia,9532598,ETH,Amhara,Awi,2005,177.5,2598 - 953,2598,953,36.4583333325,10.6249999996,1.345834403682387E-4
Ethiopia,9532599,ETH,Amhara,Awi,2005,0.6,2599 - 953,2599,953,36.5416666658,10.6249999996,4.549299392729195E-7
Ethiopia,9532601,ETH,Amhara,Awi,2005,3.6,2601 - 953,2601,953,36.7083333325,10.6249999996,2.7295796356375172E-6
Ethiopia,9532602,ETH,Amhara,Awi,2005,20.8,2602 - 953,2602,953,36.7916666658,10.6249999996,1.577090456146121E-5
Ethiopia,9462615,ETH,Amhara,East Gojam,2005,363.7,2615 - 946,2615,946,37.8749999991,11.2083333329,2.757633648559347E-4
Ethiopia,9472613,ETH,Amhara,East Gojam,2005,0.0,2613 - 947,2613,947,37.7083333325,11.1249999996,0.0
Ethiopia,9472614,ETH,Amhara,East Gojam,2005,0.0,2614 - 947,2614,947,37.7916666658,11.1249999996,0.0
Ethiopia,9472615,ETH,Amhara,East Gojam,2005,455.7,2615 - 947,2615,947,37.8749999991,11.1249999996,3.4551928887778234E-4
Ethiopia,9482614,ETH,Amhara,East Gojam,2005,54.6,2614 - 948,2614,948,37.7916666658,11.0416666663,4.139862447383568E-5
Ethiopia,9482615,ETH,Amhara,East Gojam,2005,493.4,2615 - 948,2615,948,37.8749999991,11.0416666663,3.741040533954308E-4
Ethiopia,9482616,ETH,Amhara,East Gojam,2005,490.3,2616 - 948,2616,948,37.9583333325,11.0416666663,3.7175358204252074E-4
Ethiopia,9482617,ETH,Amhara,East Gojam,2005,0.0,2617 - 948,2617,948,38.0416666658,11.0416666663,0.0
Ethiopia,9482618,ETH,Amhara,East Gojam,2005,363.7,2618 - 948,2618,948,38.1249999991,11.0416666663,2.757633648559347E-4
Ethiopia,9482619,ETH,Amhara,East Gojam,2005,0.0,2619 - 948,2619,948,38.2083333325,11.0416666663,0.0
Ethiopia,9482620,ETH,Amhara,East Gojam,2005,412.7,2620 - 948,2620,948,38.2916666658,11.0416666663,3.129159765632231E-4
Ethiopia,9482621,ETH,Amhara,East Gojam,2005,375.5,2621 - 948,2621,948,38.3749999991,11.0416666663,2.847103203283021E-4
Ethiopia,9482622,ETH,Amhara,East Gojam,2005,226.3,2622 - 948,2622,948,38.4583333325,11.0416666663,1.7158440876243616E-4
Ethiopia,9492614,ETH,Amhara,East Gojam,2005,537.4,2614 - 949,2614,949,37.7916666658,10.9583333329,4.074655822754449E-4
Ethiopia,9492615,ETH,Amhara,East Gojam,2005,0.0,2615 - 949,2615,949,37.8749999991,10.9583333329,0.0
Ethiopia,9492616,ETH,Amhara,East Gojam,2005,527.3,2616 - 949,2616,949,37.9583333325,10.9583333329,3.9980759496435075E-4
Ethiopia,9492617,ETH,Amhara,East Gojam,2005,439.9,2617 - 949,2617,949,38.0416666658,10.9583333329,3.335394671435955E-4
Ethiopia,9492618,ETH,Amhara,East Gojam,2005,424.2,2618 - 949,2618,949,38.1249999991,10.9583333329,3.216354670659541E-4
Ethiopia,9492619,ETH,Amhara,East Gojam,2005,421.3,2619 - 949,2619,949,38.2083333325,10.9583333329,3.19436639026135E-4
Ethiopia,9492620,ETH,Amhara,East Gojam,2005,374.7,2620 - 949,2620,949,38.2916666658,10.9583333329,2.8410374707593824E-4
Ethiopia,9492621,ETH,Amhara,East Gojam,2005,365.3,2621 - 949,2621,949,38.3749999991,10.9583333329,2.769765113606625E-4
Ethiopia,9492622,ETH,Amhara,East Gojam,2005,364.0,2622 - 949,2622,949,38.4583333325,10.9583333329,2.7599082982557115E-4
Ethiopia,9502613,ETH,Amhara,East Gojam,2005,631.7,2613 - 950,2613,950,37.7083333325,10.8749999996,4.789654043978388E-4
Ethiopia,9502614,ETH,Amhara,East Gojam,2005,528.3,2614 - 950,2614,950,37.7916666658,10.8749999996,4.005658115298056E-4
Ethiopia,9502615,ETH,Amhara,East Gojam,2005,496.5,2615 - 950,2615,950,37.8749999991,10.8749999996,3.764545247483409E-4
Ethiopia,9502616,ETH,Amhara,East Gojam,2005,0.0,2616 - 950,2616,950,37.9583333325,10.8749999996,0.0
Ethiopia,9502617,ETH,Amhara,East Gojam,2005,449.0,2617 - 950,2617,950,38.0416666658,10.8749999996,3.404392378892348E-4
Ethiopia,9502618,ETH,Amhara,East Gojam,2005,425.8,2618 - 950,2618,950,38.1249999991,10.8749999996,3.228486135706819E-4
Ethiopia,9502619,ETH,Amhara,East Gojam,2005,409.7,2619 - 950,2619,950,38.2083333325,10.8749999996,3.106413268668585E-4
Ethiopia,9502620,ETH,Amhara,East Gojam,2005,343.5,2620 - 950,2620,950,38.2916666658,10.8749999996,2.6044739023374643E-4
Ethiopia,9502621,ETH,Amhara,East Gojam,2005,371.3,2621 - 950,2621,950,38.3749999991,10.8749999996,2.815258107533917E-4
Ethiopia,9502622,ETH,Amhara,East Gojam,2005,365.0,2622 - 950,2622,950,38.4583333325,10.8749999996,2.76749046391026E-4
Ethiopia,9512614,ETH,Amhara,East Gojam,2005,561.8,2614 - 951,2614,951,37.7916666658,10.7916666663,4.259660664725436E-4
Ethiopia,9512615,ETH,Amhara,East Gojam,2005,481.8,2615 - 951,2615,951,37.8749999991,10.7916666663,3.653087412361544E-4
Ethiopia,9512616,ETH,Amhara,East Gojam,2005,485.6,2616 - 951,2616,951,37.9583333325,10.7916666663,3.6818996418488286E-4
Ethiopia,9512617,ETH,Amhara,East Gojam,2005,487.6,2617 - 951,2617,951,38.0416666658,10.7916666663,3.697063973157926E-4
Ethiopia,9512618,ETH,Amhara,East Gojam,2005,490.2,2618 - 951,2618,951,38.1249999991,10.7916666663,3.716777603859752E-4
Ethiopia,9512619,ETH,Amhara,East Gojam,2005,450.9,2619 - 951,2619,951,38.2083333325,10.7916666663,3.41879849363599E-4
Ethiopia,9512620,ETH,Amhara,East Gojam,2005,0.0,2620 - 951,2620,951,38.2916666658,10.7916666663,0.0
Ethiopia,9512621,ETH,Amhara,East Gojam,2005,0.0,2621 - 951,2621,951,38.3749999991,10.7916666663,0.0
Ethiopia,9512622,ETH,Amhara,East Gojam,2005,365.5,2622 - 951,2622,951,38.4583333325,10.7916666663,2.771281546737535E-4
Ethiopia,9522613,ETH,Amhara,East Gojam,2005,596.4,2613 - 952,2613,952,37.7083333325,10.7083333329,4.5220035963728196E-4
Ethiopia,9522614,ETH,Amhara,East Gojam,2005,576.2,2614 - 952,2614,952,37.7916666658,10.7083333329,4.3688438501509377E-4
Ethiopia,9522615,ETH,Amhara,East Gojam,2005,0.0,2615 - 952,2615,952,37.8749999991,10.7083333329,0.0
Ethiopia,9522616,ETH,Amhara,East Gojam,2005,0.0,2616 - 952,2616,952,37.9583333325,10.7083333329,0.0
Ethiopia,9522617,ETH,Amhara,East Gojam,2005,0.0,2617 - 952,2617,952,38.0416666658,10.7083333329,0.0
Ethiopia,9522618,ETH,Amhara,East Gojam,2005,514.6,2618 - 952,2618,952,38.1249999991,10.7083333329,3.90178244583074E-4
Ethiopia,9522619,ETH,Amhara,East Gojam,2005,519.6,2619 - 952,2619,952,38.2083333325,10.7083333329,3.939693274103483E-4
Ethiopia,9522620,ETH,Amhara,East Gojam,2005,2.7,2620 - 952,2620,952,38.2916666658,10.7083333329,2.047184726728138E-6
Ethiopia,9522621,ETH,Amhara,East Gojam,2005,0.0,2621 - 952,2621,952,38.3749999991,10.7083333329,0.0
Ethiopia,9522622,ETH,Amhara,East Gojam,2005,364.7,2622 - 952,2622,952,38.4583333325,10.7083333329,2.7652158142138955E-4
Ethiopia,9532611,ETH,Amhara,East Gojam,2005,387.7,2611 - 953,2611,953,37.5416666658,10.6249999996,2.9396056242685147E-4
Ethiopia,9532612,ETH,Amhara,East Gojam,2005,369.8,2612 - 953,2612,953,37.6249999991,10.6249999996,2.803884859052094E-4
Ethiopia,9532613,ETH,Amhara,East Gojam,2005,363.6,2613 - 953,2613,953,37.7083333325,10.6249999996,2.7568754319938927E-4
Ethiopia,9532614,ETH,Amhara,East Gojam,2005,382.7,2614 - 953,2614,953,37.7916666658,10.6249999996,2.901694795995772E-4
Ethiopia,9532615,ETH,Amhara,East Gojam,2005,511.5,2615 - 953,2615,953,37.8749999991,10.6249999996,3.878277732301639E-4
Ethiopia,9532616,ETH,Amhara,East Gojam,2005,580.5,2616 - 953,2616,953,37.9583333325,10.6249999996,4.4014471624654965E-4
Ethiopia,9532617,ETH,Amhara,East Gojam,2005,597.5,2617 - 953,2617,953,38.0416666658,10.6249999996,4.5303439785928236E-4
Ethiopia,9532618,ETH,Amhara,East Gojam,2005,580.7,2618 - 953,2618,953,38.1249999991,10.6249999996,4.4029635955964065E-4
Ethiopia,9532619,ETH,Amhara,East Gojam,2005,530.7,2619 - 953,2619,953,38.2083333325,10.6249999996,4.0238553128689735E-4
